# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Apr 25 20:48:42 UTC 2025
# PARSEC isochrones, release v1.1 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Gmag    G_BPmag  G_RPmag
9.8116e-05 -2.19174 10.07918 0.5086638927 2.2462107510    0.509 -0.957  3.7051  4.874    0 7.163 7.167 7.592 6.567
9.8116e-05 -2.19174 10.07918 0.5362541676 2.2719412817    0.536 -0.853  3.7136  4.827    0 6.903 6.900 7.303 6.319
9.8116e-05 -2.19174 10.07918 0.5500000119 2.2836582633    0.550 -0.801  3.7178  4.802    0 6.772 6.765 7.158 6.195
9.8116e-05 -2.19174 10.07918 0.5549431443 2.2877089634    0.555 -0.781  3.7198  4.794    0 6.723 6.715 7.103 6.149
9.8116e-05 -2.19174 10.07918 0.5750590563 2.3033703493    0.575 -0.701  3.7279  4.762    0 6.522 6.510 6.879 5.963
9.8116e-05 -2.19174 10.07918 0.5929558873 2.3162817252    0.593 -0.629  3.7352  4.733    0 6.343 6.329 6.681 5.798
9.8116e-05 -2.19174 10.07918 0.6000000238 2.3211213258    0.600 -0.601  3.7381  4.721    0 6.271 6.257 6.602 5.732
9.8116e-05 -2.19174 10.07918 0.6076760888 2.3262484454    0.607 -0.567  3.7419  4.708    0 6.188 6.174 6.511 5.657
9.8116e-05 -2.19174 10.07918 0.6208896637 2.3347337270    0.621 -0.509  3.7485  4.686    0 6.043 6.029 6.353 5.527
9.8116e-05 -2.19174 10.07918 0.6318285465 2.3414503469    0.632 -0.461  3.7541  4.668    0 5.922 5.908 6.220 5.419
9.8116e-05 -2.19174 10.07918 0.6448149681 2.3490849220    0.645 -0.402  3.7608  4.645    0 5.775 5.763 6.063 5.288
9.8116e-05 -2.19174 10.07918 0.6499999762 2.3520353107    0.650 -0.379  3.7634  4.635    0 5.717 5.705 5.999 5.235
9.8116e-05 -2.19174 10.07918 0.6613389850 2.3583024661    0.661 -0.326  3.7690  4.612    0 5.584 5.574 5.857 5.116
9.8116e-05 -2.19174 10.07918 0.6735363007 2.3647738215    0.673 -0.267  3.7750  4.585    0 5.437 5.430 5.702 4.984
9.8116e-05 -2.19174 10.07918 0.6847360134 2.3704829944    0.684 -0.211  3.7804  4.558    0 5.298 5.292 5.555 4.858
9.8116e-05 -2.19174 10.07918 0.6952564120 2.3756536596    0.695 -0.157  3.7853  4.530    0 5.163 5.158 5.413 4.734
9.8116e-05 -2.19174 10.07918 0.6999999881 2.3779266974    0.700 -0.132  3.7875  4.517    0 5.099 5.095 5.346 4.675
9.8116e-05 -2.19174 10.07918 0.7047660947 2.3801751284    0.704 -0.106  3.7898  4.503    0 5.034 5.031 5.278 4.615
9.8116e-05 -2.19174 10.07918 0.7133739591 2.3841485110    0.713 -0.056  3.7939  4.475    0 4.911 4.908 5.149 4.501
9.8116e-05 -2.19174 10.07918 0.7213077545 2.3877143252    0.721 -0.009  3.7976  4.447    0 4.792 4.789 5.024 4.390
9.8116e-05 -2.19174 10.07918 0.7285160422 2.3908767441    0.728  0.037  3.8011  4.419    0 4.677 4.675 4.905 4.283
9.8116e-05 -2.19174 10.07918 0.7355844378 2.3939086752    0.735  0.085  3.8043  4.389    0 4.558 4.556 4.780 4.171
9.8116e-05 -2.19174 10.07918 0.7444534898 2.3976194799    0.744  0.150  3.8083  4.345    0 4.396 4.393 4.611 4.016
9.8116e-05 -2.19174 10.07918 0.7500000000 2.3998889087    0.749  0.193  3.8108  4.314    0 4.286 4.283 4.497 3.912
9.8116e-05 -2.19174 10.07918 0.7512725592 2.4004041612    0.751  0.204  3.8114  4.307    0 4.261 4.257 4.470 3.888
9.8116e-05 -2.19174 10.07918 0.7593882084 2.4036434812    0.759  0.276  3.8149  4.254    0 4.081 4.075 4.283 3.714
9.8116e-05 -2.19174 10.07918 0.7647736669 2.4057494733    0.764  0.328  3.8169  4.212    0 3.949 3.942 4.146 3.586
9.8116e-05 -2.19174 10.07918 0.7698798180 2.4077149807    0.769  0.381  3.8184  4.168    0 3.817 3.809 4.011 3.457
9.8116e-05 -2.19174 10.07918 0.7740544677 2.4092997882    0.773  0.428  3.8189  4.126    0 3.701 3.692 3.892 3.341
9.8116e-05 -2.19174 10.07918 0.7755149603 2.4098495989    0.774  0.446  3.8185  4.107    0 3.654 3.644 3.845 3.293
9.8116e-05 -2.19174 10.07918 0.7794836164 2.4113316622    0.778  0.501  3.8165  4.047    0 3.519 3.507 3.710 3.152
9.8116e-05 -2.19174 10.07918 0.7822609544 2.4123585575    0.781  0.543  3.8136  3.994    0 3.412 3.399 3.606 3.038
9.8116e-05 -2.19174 10.07918 0.7828532457 2.4125764681    0.781  0.553  3.8129  3.982    0 3.388 3.375 3.582 3.013
9.8116e-05 -2.19174 10.07918 0.7834342718 2.4127898659    0.782  0.564  3.8115  3.966    0 3.360 3.346 3.556 2.982
9.8116e-05 -2.19174 10.07918 0.7853887677 2.4135050441    0.784  0.604  3.8057  3.903    0 3.260 3.245 3.463 2.869
9.8116e-05 -2.19174 10.07918 0.7868847847 2.4140496985    0.785  0.640  3.7986  3.840    0 3.171 3.154 3.383 2.765
9.8116e-05 -2.19174 10.07918 0.7880567312 2.4144747080    0.786  0.672  3.7902  3.774    0 3.089 3.073 3.314 2.666
9.8116e-05 -2.19174 10.07918 0.7890018225 2.4148163905    0.787  0.702  3.7811  3.708    0 3.014 2.998 3.254 2.573
9.8116e-05 -2.19174 10.07918 0.7897948027 2.4151023542    0.788  0.731  3.7722  3.645    0 2.943 2.928 3.198 2.486
9.8116e-05 -2.19174 10.07918 0.7904944420 2.4153541097    0.789  0.761  3.7641  3.583    0 2.869 2.855 3.139 2.397
9.8116e-05 -2.19174 10.07918 0.7911152244 2.4155770608    0.789  0.793  3.7572  3.523    0 2.787 2.776 3.072 2.303
9.8116e-05 -2.19174 10.07918 0.7917300463 2.4157974751    0.790  0.834  3.7510  3.457    0 2.685 2.675 2.982 2.190
9.8116e-05 -2.19174 10.07918 0.7922153473 2.4159711781    0.790  0.874  3.7470  3.402    0 2.585 2.577 2.891 2.083
9.8116e-05 -2.19174 10.07918 0.7925471067 2.4160897835    0.791  0.904  3.7446  3.362    0 2.510 2.502 2.821 2.004
9.8116e-05 -2.19174 10.07918 0.7928423285 2.4161952306    0.791  0.934  3.7430  3.326    0 2.434 2.427 2.749 1.925
9.8116e-05 -2.19174 10.07918 0.7932294011 2.4163333481    0.791  0.976  3.7409  3.276    0 2.331 2.324 2.650 1.818
9.8116e-05 -2.19174 10.07918 0.7936193347 2.4164723298    0.792  1.020  3.7390  3.225    0 2.221 2.214 2.544 1.705
9.8116e-05 -2.19174 10.07918 0.7939928174 2.4166053008    0.792  1.065  3.7374  3.174    0 2.109 2.103 2.435 1.591
9.8116e-05 -2.19174 10.07918 0.7943897247 2.4167464542    0.792  1.115  3.7356  3.116    0 1.982 1.977 2.313 1.461
9.8116e-05 -2.19174 10.07918 0.7947227955 2.4168647800    0.792  1.161  3.7341  3.065    0 1.868 1.864 2.203 1.345
9.8116e-05 -2.19174 10.07918 0.7950597405 2.4169843662    0.793  1.211  3.7326  3.009    0 1.743 1.740 2.082 1.219
9.8116e-05 -2.19174 10.07918 0.7953903079 2.4171015756    0.793  1.264  3.7309  2.949    0 1.611 1.608 1.953 1.083
9.8116e-05 -2.19174 10.07918 0.7956570983 2.4171960900    0.793  1.311  3.7295  2.896    0 1.493 1.491 1.839 0.963
9.8116e-05 -2.19174 10.07918 0.7959144711 2.4172871990    0.793  1.360  3.7280  2.841    0 1.371 1.369 1.720 0.838
9.8116e-05 -2.19174 10.07918 0.7961456180 2.4173689663    0.793  1.408  3.7265  2.787    0 1.251 1.250 1.604 0.715
9.8116e-05 -2.19174 10.07918 0.7963551283 2.4174430327    0.793  1.455  3.7249  2.734    0 1.132 1.131 1.489 0.594
9.8116e-05 -2.19174 10.07918 0.7965425253 2.4175092435    0.793  1.502  3.7235  2.681    0 1.015 1.015 1.376 0.474
9.8116e-05 -2.19174 10.07918 0.7967199087 2.4175718834    0.793  1.551  3.7219  2.626    0 0.893 0.896 1.260 0.351
9.8116e-05 -2.19174 10.07918 0.7968773842 2.4176274663    0.793  1.598  3.7203  2.573    0 0.776 0.779 1.147 0.231
9.8116e-05 -2.19174 10.07918 0.7970173359 2.4176768427    0.793  1.643  3.7188  2.521    0 0.661 0.666 1.038 0.115
9.8116e-05 -2.19174 10.07918 0.7971441150 2.4177215545    0.793  1.689  3.7173  2.470    0 0.549 0.555 0.930 0.000
9.8116e-05 -2.19174 10.07918 0.7972629666 2.4177634556    0.793  1.735  3.7157  2.417    0 0.434 0.441 0.820 -0.118
9.8116e-05 -2.19174 10.07918 0.7973679304 2.4178004487    0.792  1.779  3.7141  2.366    0 0.322 0.331 0.714 -0.231
9.8116e-05 -2.19174 10.07918 0.7974649072 2.4178346168    0.792  1.824  3.7125  2.315    0 0.211 0.221 0.608 -0.345
9.8116e-05 -2.19174 10.07918 0.7975539565 2.4178659835    0.792  1.868  3.7109  2.264    0 0.100 0.112 0.503 -0.458
9.8116e-05 -2.19174 10.07918 0.7976330519 2.4178938372    0.792  1.911  3.7093  2.215    0 -0.006 0.007 0.402 -0.567
9.8116e-05 -2.19174 10.07918 0.7977061272 2.4179195652    0.792  1.953  3.7078  2.167    0 -0.113 -0.097 0.302 -0.675
9.8116e-05 -2.19174 10.07918 0.7977763414 2.4179442809    0.791  1.997  3.7061  2.116    0 -0.223 -0.205 0.198 -0.788
9.8116e-05 -2.19174 10.07918 0.7978364825 2.4179654468    0.791  2.038  3.7045  2.068    0 -0.325 -0.306 0.103 -0.892
9.8116e-05 -2.19174 10.07918 0.7978920341 2.4179849942    0.790  2.079  3.7030  2.021    0 -0.428 -0.405 0.007 -0.996
9.8116e-05 -2.19174 10.07918 0.7979452014 2.4180036997    0.790  2.121  3.7014  1.972    0 -0.533 -0.509 -0.092 -1.103
9.8116e-05 -2.19174 10.07918 0.7979915142 2.4180199913    0.790  2.161  3.6998  1.925    0 -0.632 -0.606 -0.184 -1.205
9.8116e-05 -2.19174 10.07918 0.7980349660 2.4180352745    0.789  2.200  3.6982  1.880    0 -0.731 -0.702 -0.275 -1.305
9.8116e-05 -2.19174 10.07918 0.7980801463 2.4180511637    0.788  2.238  3.6968  1.836    0 -0.824 -0.793 -0.362 -1.400
9.8116e-05 -2.19174 10.07918 0.7981302142 2.4180687693    0.788  2.268  3.6956  1.800    0 -0.901 -0.868 -0.434 -1.479
9.8116e-05 -2.19174 10.07918 0.7981535792 2.4180769843    0.787  2.263  3.6960  1.807    0 -0.887 -0.855 -0.422 -1.465
9.8116e-05 -2.19174 10.07918 0.7981594205 2.4180790380    0.787  2.270  3.6957  1.799    0 -0.904 -0.872 -0.437 -1.482
9.8116e-05 -2.19174 10.07918 0.7981916666 2.4180903746    0.787  2.310  3.6940  1.752    0 -1.004 -0.968 -0.528 -1.584
9.8116e-05 -2.19174 10.07918 0.7982242703 2.4181018358    0.786  2.352  3.6924  1.703    0 -1.111 -1.072 -0.626 -1.692
9.8116e-05 -2.19174 10.07918 0.7982519865 2.4181115780    0.785  2.391  3.6907  1.657    0 -1.207 -1.165 -0.713 -1.790
9.8116e-05 -2.19174 10.07918 0.7982791662 2.4181211309    0.785  2.431  3.6889  1.609    0 -1.308 -1.262 -0.805 -1.892
9.8116e-05 -2.19174 10.07918 0.7983045578 2.4181300547    0.784  2.472  3.6873  1.561    0 -1.409 -1.360 -0.896 -1.995
9.8116e-05 -2.19174 10.07918 0.7983267903 2.4181378676    0.783  2.510  3.6856  1.516    0 -1.504 -1.451 -0.981 -2.091
9.8116e-05 -2.19174 10.07918 0.7983488441 2.4181456173    0.782  2.550  3.6837  1.468    0 -1.604 -1.547 -1.071 -2.193
9.8116e-05 -2.19174 10.07918 0.7983683944 2.4181524868    0.781  2.588  3.6821  1.423    0 -1.699 -1.638 -1.155 -2.290
9.8116e-05 -2.19174 10.07918 0.7983866334 2.4181588953    0.780  2.625  3.6804  1.378    0 -1.793 -1.727 -1.237 -2.385
9.8116e-05 -2.19174 10.07918 0.7984039783 2.4181649893    0.779  2.664  3.6786  1.332    0 -1.889 -1.818 -1.320 -2.482
9.8116e-05 -2.19174 10.07918 0.7984226942 2.4181715646    0.777  2.708  3.6767  1.279    0 -2.000 -1.924 -1.417 -2.594
9.8116e-05 -2.19174 10.07918 0.7984377146 2.4181768413    0.776  2.746  3.6747  1.233    0 -2.095 -2.013 -1.497 -2.690
9.8116e-05 -2.19174 10.07918 0.7984532118 2.4181822853    0.774  2.788  3.6728  1.182    0 -2.200 -2.112 -1.588 -2.797
9.8116e-05 -2.19174 10.07918 0.7984660268 2.4181867869    0.773  2.825  3.6711  1.137    0 -2.294 -2.200 -1.667 -2.891
9.8116e-05 -2.19174 10.07918 0.7984790802 2.4181913721    0.771  2.866  3.6689  1.087    0 -2.395 -2.294 -1.751 -2.993
9.8116e-05 -2.19174 10.07918 0.7984898686 2.4181951615    0.769  2.902  3.6673  1.044    0 -2.484 -2.378 -1.826 -3.083
9.8116e-05 -2.19174 10.07918 0.7985012531 2.4181991602    0.767  2.942  3.6652  0.994    0 -2.584 -2.470 -1.907 -3.183
9.8116e-05 -2.19174 10.07918 0.7985127568 2.4182032006    0.764  2.985  3.6630  0.941    0 -2.692 -2.569 -1.993 -3.291
9.8116e-05 -2.19174 10.07918 0.7985221744 2.4182065082    0.762  3.022  3.6611  0.894    0 -2.785 -2.655 -2.068 -3.385
9.8116e-05 -2.19174 10.07918 0.7985301614 2.4182093133    0.760  3.056  3.6593  0.852    0 -2.869 -2.731 -2.133 -3.470
9.8116e-05 -2.19174 10.07918 0.7985384464 2.4182122230    0.757  3.093  3.6575  0.806    0 -2.962 -2.815 -2.205 -3.562
9.8116e-05 -2.19174 10.07918 0.7985469103 2.4182151955    0.753  3.132  3.6552  0.756    0 -3.061 -2.904 -2.281 -3.662
9.8116e-05 -2.19174 10.07918 0.7985540628 2.4182177073    0.750  3.168  3.6533  0.711    0 -3.150 -2.984 -2.348 -3.750
9.8116e-05 -2.19174 10.07918 0.7985612154 2.4182202191    0.746  3.205  3.6513  0.663    0 -3.242 -3.065 -2.415 -3.840
9.8116e-05 -2.19174 10.07918 0.7985678911 2.4182225635    0.743  3.239  3.6494  0.620    0 -3.326 -3.138 -2.475 -3.922
9.8116e-05 -2.19174 10.07918 0.7985697389 2.4182232123    0.741  1.660  3.9512  3.405    4 0.621 0.694 0.708 0.663
9.8116e-05 -2.19174 10.07918 0.7985704541 2.4182234635    0.741  1.666  3.9460  3.378    4 0.606 0.661 0.678 0.623
9.8116e-05 -2.19174 10.07918 0.7985794544 2.4182266240    0.741  1.676  3.9388  3.339    4 0.581 0.613 0.636 0.565
9.8116e-05 -2.19174 10.07918 0.7986280918 2.4182437021    0.741  1.685  3.9335  3.309    4 0.557 0.574 0.601 0.517
9.8116e-05 -2.19174 10.07918 0.7986751199 2.4182602127    0.741  1.685  3.9338  3.310    4 0.557 0.574 0.601 0.518
9.8116e-05 -2.19174 10.07918 0.7987225652 2.4182768676    0.741  1.685  3.9339  3.310    4 0.557 0.575 0.601 0.519
9.8116e-05 -2.19174 10.07918 0.7987711430 2.4182939177    0.741  1.685  3.9339  3.310    4 0.557 0.574 0.601 0.518
9.8116e-05 -2.19174 10.07918 0.7988193035 2.4183108190    0.741  1.685  3.9335  3.309    4 0.557 0.573 0.600 0.516
9.8116e-05 -2.19174 10.07918 0.7988681197 2.4183279480    0.741  1.686  3.9329  3.306    4 0.556 0.570 0.598 0.513
9.8116e-05 -2.19174 10.07918 0.7989170551 2.4183451164    0.741  1.686  3.9319  3.301    4 0.554 0.567 0.595 0.507
9.8116e-05 -2.19174 10.07918 0.7989670634 2.4183626587    0.741  1.687  3.9306  3.295    4 0.552 0.561 0.591 0.500
9.8116e-05 -2.19174 10.07918 0.7990173697 2.4183803030    0.741  1.688  3.9289  3.287    4 0.549 0.554 0.585 0.489
9.8116e-05 -2.19174 10.07918 0.7990637422 2.4183965652    0.741  1.690  3.9268  3.277    4 0.545 0.545 0.578 0.477
9.8116e-05 -2.19174 10.07918 0.7991104722 2.4184129507    0.741  1.692  3.9243  3.265    4 0.541 0.534 0.570 0.461
9.8116e-05 -2.19174 10.07918 0.7991558909 2.4184288743    0.741  1.694  3.9214  3.252    4 0.536 0.522 0.560 0.444
9.8116e-05 -2.19174 10.07918 0.7991867661 2.4184396978    0.741  1.695  3.9192  3.242    4 0.532 0.513 0.553 0.431
9.8116e-05 -2.19174 10.07918 0.7992036343 2.4184456106    0.741  1.696  3.9179  3.235    4 0.530 0.508 0.550 0.424
9.8116e-05 -2.19174 10.07918 0.7992539406 2.4184632429    0.741  1.699  3.9136  3.215    4 0.522 0.493 0.539 0.399
9.8116e-05 -2.19174 10.07918 0.7993059754 2.4184814784    0.741  1.703  3.9086  3.192    4 0.514 0.474 0.525 0.371
9.8116e-05 -2.19174 10.07918 0.7993552685 2.4184987504    0.741  1.706  3.9032  3.167    4 0.504 0.456 0.514 0.341
9.8116e-05 -2.19174 10.07918 0.7994042635 2.4185159157    0.741  1.710  3.8973  3.139    4 0.494 0.438 0.503 0.309
9.8116e-05 -2.19174 10.07918 0.7994518280 2.4185325774    0.741  1.715  3.8909  3.109    4 0.483 0.419 0.492 0.275
9.8116e-05 -2.19174 10.07918 0.7995021939 2.4185502180    0.741  1.720  3.8836  3.075    4 0.470 0.401 0.485 0.238
9.8116e-05 -2.19174 10.07918 0.7995243073 2.4185579623    0.741  1.722  3.8803  3.059    4 0.464 0.392 0.481 0.222
9.8116e-05 -2.19174 10.07918 0.7995331883 2.4185610724    0.741  1.723  3.8789  3.053    4 0.462 0.389 0.479 0.215
9.8116e-05 -2.19174 10.07918 0.7995818853 2.4185781245    0.741  1.728  3.8718  3.019    4 0.449 0.373 0.474 0.181
9.8116e-05 -2.19174 10.07918 0.7996273041 2.4185940265    0.741  1.733  3.8645  2.985    4 0.437 0.358 0.470 0.147
9.8116e-05 -2.19174 10.07918 0.7996729612 2.4186100099    0.741  1.739  3.8567  2.948    4 0.423 0.344 0.468 0.114
9.8116e-05 -2.19174 10.07918 0.7997202277 2.4186265545    0.741  1.745  3.8479  2.906    4 0.408 0.329 0.466 0.076
9.8116e-05 -2.19174 10.07918 0.7997663021 2.4186426796    0.741  1.751  3.8389  2.864    4 0.392 0.314 0.465 0.040
9.8116e-05 -2.19174 10.07918 0.7998114824 2.4186584897    0.741  1.758  3.8304  2.824    4 0.376 0.300 0.465 0.005
9.8116e-05 -2.19174 10.07918 0.7998579144 2.4186747357    0.741  1.764  3.8214  2.781    4 0.359 0.286 0.465 -0.032
9.8116e-05 -2.19174 10.07918 0.7999033332 2.4186906251    0.741  1.771  3.8133  2.742    4 0.342 0.272 0.464 -0.064
9.8116e-05 -2.19174 10.07918 0.7999492288 2.4187066792    0.741  1.778  3.8056  2.704    4 0.325 0.258 0.462 -0.097
9.8116e-05 -2.19174 10.07918 0.7999911904 2.4187213554    0.741  1.787  3.7972  2.662    4 0.303 0.240 0.459 -0.134
9.8116e-05 -2.19174 10.07918 0.8000406623 2.4187386560    0.741  1.798  3.7883  2.615    4 0.274 0.215 0.449 -0.179
9.8116e-05 -2.19174 10.07918 0.8000735044 2.4187501397    0.741  1.810  3.7806  2.572    4 0.245 0.190 0.437 -0.221
9.8116e-05 -2.19174 10.07918 0.8000958562 2.4187579547    0.741  1.823  3.7736  2.532    4 0.214 0.163 0.423 -0.264
9.8116e-05 -2.19174 10.07918 0.8001145720 2.4187644980    0.741  1.838  3.7664  2.487    4 0.174 0.128 0.401 -0.314
9.8116e-05 -2.19174 10.07918 0.8001287580 2.4187694574    0.741  1.856  3.7593  2.441    4 0.131 0.090 0.376 -0.369
9.8116e-05 -2.19174 10.07918 0.8001388311 2.4187729789    0.741  1.879  3.7519  2.389    4 0.073 0.037 0.338 -0.438
9.8116e-05 -2.19174 10.07918 0.8001447916 2.4187750625    0.741  1.904  3.7449  2.335    4 0.009 -0.021 0.293 -0.512
9.8116e-05 -2.19174 10.07918 0.8001480699 2.4187762085    0.741  1.931  3.7387  2.284    4 -0.057 -0.082 0.245 -0.587
9.8116e-05 -2.19174 10.07918 0.8001500368 2.4187768961    0.741  1.961  3.7330  2.231    4 -0.132 -0.151 0.188 -0.669
9.8116e-05 -2.19174 10.07918 0.8001509905 2.4187772295    0.741  1.984  3.7294  2.194    4 -0.189 -0.205 0.142 -0.731
9.8116e-05 -2.19174 10.07918 0.8001518846 2.4187775420    0.741  2.021  3.7253  2.139    4 -0.284 -0.295 0.062 -0.831
9.8116e-05 -2.19174 10.07918 0.8001527190 2.4187778338    0.741  2.059  3.7217  2.088    4 -0.377 -0.384 -0.019 -0.929
9.8116e-05 -2.19174 10.07918 0.8001534939 2.4187781046    0.741  2.096  3.7185  2.038    4 -0.470 -0.474 -0.101 -1.026
9.8116e-05 -2.19174 10.07918 0.8001543283 2.4187783963    0.741  2.134  3.7156  1.988    4 -0.565 -0.565 -0.184 -1.124
9.8116e-05 -2.19174 10.07918 0.8001554608 2.4187787922    0.741  2.170  3.7132  1.942    4 -0.655 -0.652 -0.266 -1.218
9.8116e-05 -2.19174 10.07918 0.8001577258 2.4187795840    0.741  2.165  3.7137  1.949    4 -0.643 -0.641 -0.255 -1.205
9.8116e-05 -2.19174 10.07918 0.8001614809 2.4187808966    0.741  2.143  3.7152  1.977    4 -0.588 -0.588 -0.206 -1.148
9.8116e-05 -2.19174 10.07918 0.8001840115 2.4187887721    0.740  2.159  3.7135  1.954    4 -0.628 -0.626 -0.240 -1.190
9.8116e-05 -2.19174 10.07918 0.8001977205 2.4187935638    0.740  2.197  3.7107  1.905    4 -0.723 -0.717 -0.324 -1.289
9.8116e-05 -2.19174 10.07918 0.8002144098 2.4187993970    0.740  2.238  3.7080  1.853    4 -0.826 -0.816 -0.415 -1.395
9.8116e-05 -2.19174 10.07918 0.8002313375 2.4188053132    0.740  2.280  3.7054  1.801    4 -0.930 -0.916 -0.508 -1.502
9.8116e-05 -2.19174 10.07918 0.8002465963 2.4188106459    0.740  2.321  3.7029  1.749    4 -1.033 -1.015 -0.600 -1.608
9.8116e-05 -2.19174 10.07918 0.8002601266 2.4188153742    0.739  2.362  3.7006  1.699    4 -1.135 -1.114 -0.691 -1.713
9.8116e-05 -2.19174 10.07918 0.8002720475 2.4188195401    0.739  2.403  3.6983  1.649    4 -1.237 -1.211 -0.782 -1.817
9.8116e-05 -2.19174 10.07918 0.8002825379 2.4188232059    0.739  2.443  3.6960  1.599    4 -1.338 -1.309 -0.873 -1.920
9.8116e-05 -2.19174 10.07918 0.8002918363 2.4188264550    0.738  2.483  3.6938  1.550    4 -1.438 -1.404 -0.961 -2.022
9.8116e-05 -2.19174 10.07918 0.8003003001 2.4188294125    0.738  2.523  3.6917  1.502    4 -1.538 -1.499 -1.049 -2.124
9.8116e-05 -2.19174 10.07918 0.8003079891 2.4188320992    0.738  2.563  3.6895  1.453    4 -1.637 -1.594 -1.136 -2.225
9.8116e-05 -2.19174 10.07918 0.8003152013 2.4188346191    0.737  2.603  3.6874  1.404    4 -1.737 -1.689 -1.222 -2.327
9.8116e-05 -2.19174 10.07918 0.8003219366 2.4188369725    0.737  2.642  3.6852  1.356    4 -1.836 -1.783 -1.309 -2.428
9.8116e-05 -2.19174 10.07918 0.8003283143 2.4188392008    0.736  2.682  3.6831  1.307    4 -1.936 -1.878 -1.395 -2.529
9.8116e-05 -2.19174 10.07918 0.8003344536 2.4188413458    0.736  2.722  3.6809  1.258    4 -2.035 -1.972 -1.480 -2.630
9.8116e-05 -2.19174 10.07918 0.8003402948 2.4188433866    0.735  2.762  3.6787  1.210    4 -2.135 -2.065 -1.563 -2.731
9.8116e-05 -2.19174 10.07918 0.8003455997 2.4188452400    0.735  2.801  3.6766  1.161    4 -2.233 -2.157 -1.646 -2.831
