# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Apr 25 20:57:46 UTC 2025
# PARSEC isochrones, release v1.1 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.00031003 -1.70000 10.07918 0.8078906536 2.4214530053    0.741  2.103  3.7138  2.012    4 -0.487 -0.493 -0.103 -1.059
0.00031003 -1.70000 10.07918 0.8078922629 2.4214535556    0.741  2.152  3.7100  1.948    4 -0.610 -0.611 -0.211 -1.187
0.00031003 -1.70000 10.07918 0.8079052567 2.4214579983    0.741  2.132  3.7118  1.974    4 -0.561 -0.564 -0.169 -1.136
0.00031003 -1.70000 10.07918 0.8079445958 2.4214714476    0.741  2.177  3.7079  1.914    4 -0.673 -0.671 -0.265 -1.253
0.00031003 -1.70000 10.07918 0.8079614043 2.4214771937    0.740  2.215  3.7050  1.864    4 -0.768 -0.761 -0.347 -1.350
0.00031003 -1.70000 10.07918 0.8079807758 2.4214838156    0.740  2.262  3.7016  1.803    4 -0.886 -0.873 -0.449 -1.471
0.00031003 -1.70000 10.07918 0.8079982996 2.4214898055    0.740  2.307  3.6985  1.746    4 -0.998 -0.980 -0.547 -1.586
0.00031003 -1.70000 10.07918 0.8080137372 2.4214950822    0.740  2.349  3.6956  1.693    4 -1.102 -1.079 -0.637 -1.693
0.00031003 -1.70000 10.07918 0.8080276251 2.4214998289    0.739  2.390  3.6928  1.640    4 -1.205 -1.175 -0.725 -1.797
0.00031003 -1.70000 10.07918 0.8080398440 2.4215040050    0.739  2.431  3.6901  1.588    4 -1.307 -1.271 -0.812 -1.900
0.00031003 -1.70000 10.07918 0.8080506325 2.4215076921    0.739  2.471  3.6874  1.537    4 -1.407 -1.365 -0.898 -2.001
0.00031003 -1.70000 10.07918 0.8080603480 2.4215110125    0.738  2.511  3.6848  1.487    4 -1.507 -1.458 -0.982 -2.102
0.00031003 -1.70000 10.07918 0.8080691099 2.4215140068    0.738  2.550  3.6821  1.437    4 -1.605 -1.550 -1.064 -2.202
0.00031003 -1.70000 10.07918 0.8080771565 2.4215167567    0.738  2.589  3.6795  1.387    4 -1.702 -1.639 -1.144 -2.299
0.00031003 -1.70000 10.07918 0.8080846667 2.4215193231    0.737  2.628  3.6768  1.337    4 -1.800 -1.729 -1.223 -2.397
0.00031003 -1.70000 10.07918 0.8080915809 2.4215216858    0.737  2.666  3.6742  1.288    4 -1.895 -1.816 -1.300 -2.493
0.00031003 -1.70000 10.07918 0.8080982566 2.4215239670    0.736  2.704  3.6715  1.239    4 -1.990 -1.903 -1.376 -2.588
0.00031003 -1.70000 10.07918 0.8081046939 2.4215261667    0.736  2.742  3.6688  1.190    4 -2.085 -1.990 -1.452 -2.683
0.00031003 -1.70000 10.07918 0.8081109524 2.4215283053    0.735  2.781  3.6661  1.140    4 -2.182 -2.077 -1.527 -2.779
0.00031003 -1.70000 10.07918 0.8081167340 2.4215302809    0.734  2.820  3.6633  1.089    4 -2.280 -2.164 -1.602 -2.876
0.00031003 -1.70000 10.07918 0.8081219196 2.4215320528    0.734  2.860  3.6604  1.037    4 -2.381 -2.254 -1.678 -2.976
0.00031003 -1.70000 10.07918 0.8081264496 2.4215336006    0.733  2.902  3.6574  0.983    4 -2.484 -2.345 -1.755 -3.078
0.00031003 -1.70000 10.07918 0.8081297874 2.4215347411    0.732  2.939  3.6546  0.934    4 -2.578 -2.429 -1.823 -3.171
0.00031003 -1.70000 10.07918 0.8081327081 2.4215357390    0.732  2.975  3.6519  0.887    4 -2.667 -2.504 -1.885 -3.257
0.00031003 -1.70000 10.07918 0.8081356883 2.4215367573    0.731  3.012  3.6491  0.838    4 -2.760 -2.582 -1.947 -3.346
0.00031003 -1.70000 10.07918 0.8081381917 2.4215376126    0.730  3.047  3.6464  0.793    4 -2.846 -2.654 -2.004 -3.428
0.00031003 -1.70000 10.07918 0.8081398010 2.4215381625    0.730  3.078  3.6438  0.750    4 -2.925 -2.719 -2.053 -3.503
0.00031003 -1.70000 10.07918 0.8081402183 2.4215383051    0.730  3.098  3.6421  0.724    4 -2.975 -2.760 -2.084 -3.550
0.00031003 -1.70000 10.07918 0.8081403375 2.4215383458    0.729  3.019  3.6491  0.831    4 -2.777 -2.599 -1.964 -3.363
0.00031003 -1.70000 10.07918 0.8081403971 2.4215383662    0.729  3.059  3.6456  0.776    4 -2.878 -2.682 -2.026 -3.459
0.00031003 -1.70000 10.07918 0.8081404567 2.4215383865    0.729  3.083  3.6436  0.744    4 -2.938 -2.731 -2.064 -3.516
0.00031003 -1.70000 10.07918 0.8081406355 2.4215384476    0.729  3.068  3.6450  0.765    4 -2.901 -2.701 -2.042 -3.481
0.00031003 -1.70000 10.07918 0.8081407547 2.4215384883    0.729  3.086  3.6435  0.741    4 -2.945 -2.737 -2.070 -3.522
0.00031003 -1.70000 10.07918 0.8081409335 2.4215385494    0.729  3.103  3.6421  0.718    4 -2.988 -2.772 -2.096 -3.563
0.00031003 -1.70000 10.07918 0.8081411123 2.4215386105    0.729  3.122  3.6405  0.693    4 -3.035 -2.810 -2.125 -3.608
0.00031003 -1.70000 10.07918 0.8081413507 2.4215386920    0.729  3.133  3.6394  0.677    4 -3.062 -2.832 -2.140 -3.633
0.00031003 -1.70000 10.07918 0.8081419468 2.4215388956    0.729  3.121  3.6401  0.692    4 -3.032 -2.805 -2.117 -3.603
0.00031003 -1.70000 10.07918 0.8081420660 2.4215389364    0.729  3.177  3.6349  0.616    4 -3.172 -2.913 -2.194 -3.731
0.00031003 -1.70000 10.07918 0.8081421256 2.4215389567    0.729  3.117  3.6405  0.697    4 -3.024 -2.799 -2.114 -3.596
0.00031003 -1.70000 10.07918 0.8081421852 2.4215389771    0.729  3.120  3.6403  0.693    4 -3.030 -2.805 -2.118 -3.603
0.00031003 -1.70000 10.07918 0.8081422448 2.4215389975    0.729  3.060  3.6457  0.776    4 -2.879 -2.683 -2.028 -3.460
0.00031003 -1.70000 10.07918 0.8081423044 2.4215390178    0.729  3.045  3.6470  0.796    4 -2.842 -2.653 -2.005 -3.425
0.00031003 -1.70000 10.07918 0.8081424236 2.4215390586    0.729  3.052  3.6465  0.787    4 -2.860 -2.668 -2.017 -3.442
0.00031003 -1.70000 10.07918 0.8081427217 2.4215391604    0.729  3.081  3.6441  0.748    4 -2.933 -2.728 -2.064 -3.511
0.00031003 -1.70000 10.07918 0.8081428409 2.4215392011    0.729  3.106  3.6420  0.714    4 -2.996 -2.779 -2.103 -3.571
0.00031003 -1.70000 10.07918 0.8081430197 2.4215392622    0.728  3.133  3.6398  0.679    4 -3.063 -2.834 -2.144 -3.634
0.00031003 -1.70000 10.07918 0.8081431985 2.4215393233    0.728  3.157  3.6377  0.646    4 -3.122 -2.881 -2.178 -3.689
0.00031003 -1.70000 10.07918 0.8081433773 2.4215393844    0.728  3.176  3.6361  0.621    4 -3.170 -2.918 -2.206 -3.733
0.00031003 -1.70000 10.07918 0.8081436157 2.4215394659    0.728  3.211  3.6330  0.574    4 -3.256 -2.985 -2.253 -3.812
0.00031003 -1.70000 10.07918 0.8081439137 2.4215395677    0.728  3.214  3.6330  0.570    4 -3.264 -2.993 -2.260 -3.820
0.00031003 -1.70000 10.07918 0.8081443906 2.4215397306    0.728  3.263  3.6289  0.504    4 -3.388 -3.090 -2.331 -3.934
0.00031003 -1.70000 10.07918 0.8081454635 2.4215400972    0.727  3.275  3.6280  0.488    4 -3.418 -3.113 -2.347 -3.961
0.00031003 -1.70000 10.07918 0.8081455231 2.4215401176    0.727  3.262  3.6291  0.506    4 -3.385 -3.088 -2.330 -3.931
#isochrone terminated
