index,pericenter,apocenter
1,34.32827033579592,116.02937851304787
2,24.152934742236347,128.68039297387466
3,29.15542274392701,123.36944044813008
4,62.649937164007,98.04081657094667
5,21.9333855669204,134.47430472892964
6,22.12399492006421,128.31106176353697
7,22.12806216060376,133.31395707013164
8,41.72264807161687,111.80678508966076
9,33.521941699063575,118.92722019038466
10,72.61881484480001,129.06155761596128
11,66.34956468966837,97.39860584839938
12,73.13506025381075,114.5358770476915
13,73.128676264792,112.02665152231435
14,36.39349305367044,114.8034302279175
15,72.77655352118607,104.14349914778751
16,43.35862617501215,107.34705286402634
17,57.370029138046675,99.68560153859545
18,45.046761809694615,109.62250588630243
19,50.71588455505443,103.79179902009109
20,53.00156648246231,103.83788682383117
21,29.477589718386746,122.02599666943969
22,17.35125809069869,140.78255010977793
23,31.72449888232548,122.08019430473159
24,11.042924762511792,152.49556079048202
25,59.20482988584962,102.54939604136568
26,36.30346605022755,116.20274235898063
27,33.598279861232626,116.9199062897261
28,38.51826713883328,111.2486629222283
29,54.66777090491169,101.26335337484488
30,49.89285103426356,105.85979165487235
31,38.46941511172018,112.74822399986924
32,4.211385352172729,162.9044350695179
33,36.098813965960396,114.4181841439976
34,65.98796549195903,100.138182578541
35,51.20799383099944,102.83157482264133
36,67.74625650735582,98.82481980174985
37,72.40093094302364,135.6092374938049
38,46.36115206572068,106.53256719658386
39,29.003417819235704,124.94609618306302
40,66.9736697436615,98.0868401287426
41,66.03490804595363,98.57649365581035
42,53.54126653648583,102.15183133707235
43,38.843115885802305,114.32454755919065
44,40.45545211528416,112.1122741062292
45,17.916712366957444,137.88289118154478
46,73.00291587846793,114.59368471864745
47,15.691009769246072,142.6348088727609
48,36.5647862030724,114.689244612904
49,24.52552927308784,129.39351872852566
50,33.424646741602615,118.12369232144307
51,28.727207246337972,124.60986564432693
52,70.73545471273368,99.59241399694938
53,17.480391653878982,138.7021348621622
54,24.02747622133209,131.43648825281483
55,14.770152013335904,143.20249869034606
56,54.36423191634186,102.12714921796072
57,26.822267367401192,128.07855186789536
58,41.9981107340775,111.16966008710753
59,55.381509012202415,100.17544279508331
60,22.865977193100914,132.76408193836485
61,6.745060529740884,163.27722508645158
62,27.9056882789673,123.69311382231007
63,6.514231663525656,163.22621063945925
64,18.970222466862232,136.450252111233
65,57.150210174656046,100.48142172984754
66,23.865433791390533,130.3209125405066
67,71.6389121015801,102.2287875706804
68,23.354934021045814,131.5981767444226
69,17.305731158030508,140.8770985486673
70,72.98586484979491,108.39629459105412
71,63.44964697910151,98.34685183896681
72,67.615612217958,97.27282556200569
73,18.52638550478766,139.2422372695283
74,32.67322729410838,117.29215856552236
75,36.58315527412222,113.54381772762085
76,73.03970409521273,111.15055886983461
77,22.410420272818513,135.33381682573494
78,31.092206225057744,120.46627387788793
79,45.89655753590284,107.7471463514375
80,70.08829268094524,97.80372011235397
81,26.819659971229086,127.26556799659038
82,53.54824482862573,102.02764198625871
83,24.37825065781437,128.7693840857431
84,7.8189097191119385,160.96407357419497
85,44.71843026383722,106.91020916582505
86,18.7728701415183,137.23172800067
87,35.01333847315982,117.23192342205367
88,62.595925971133894,145.01213198776543
89,21.672815808514923,133.3522426272308
90,20.981608740676982,134.44380105568865
91,48.653461542496345,105.8242039196249
92,31.811933662984732,121.4443335443919
93,29.863533423438113,119.81813374252113
94,46.58021285432374,109.10865265752287
95,28.509772139523935,125.8407199318075
96,23.949374314723922,129.01286918475128
97,58.63123240192119,99.25230843312472
98,53.403760875736495,101.35403504754643
99,40.89744344587179,111.32823469478951
100,18.16728275713781,137.6508444271046
101,35.36964525532139,116.60609374658874
102,29.325680767654262,122.9667930400483
103,30.535774109161675,120.84774436440539
104,30.501433387037437,119.92901455692694
105,13.001959281981497,148.7410452544807
106,24.16992545217255,130.34351506433842
107,64.39491298820113,97.13543110942739
108,17.451026310420954,139.256705704831
109,34.16765288752284,117.72037226831937
110,36.05498041326039,115.8945066086904
111,38.28017976467008,113.99716792627771
112,28.289895865243533,123.9155332204165
113,11.475271131879511,150.4709427178542
114,40.014900418759126,114.69972023757792
115,34.57469218234297,118.1831666890419
116,58.707016373488045,98.8808823452436
117,5.784092520950152,164.6074687306628
118,20.980875258652286,131.5074885622835
119,25.612862635353313,126.79395547145842
120,39.03939743057794,112.07010501095158
121,27.20168788209216,127.15680412221704
122,54.224327702912994,102.47846055195825
123,63.8997829384309,97.56684851853902
124,12.833055064053978,147.7606962917562
125,18.602705241134743,140.7642513642392
126,59.944631389828984,99.17164857906583
127,28.45808798599331,122.89894489032363
128,48.449023159768565,105.87342329568607
129,32.59701121886477,117.01637951097959
130,19.412731449160336,133.57617226506358
131,68.92126725742301,99.20486794416742
132,34.6784483634723,116.85745229631858
133,37.07981251744221,114.90827910279037
134,44.677561380923486,107.90115932255704
135,31.55443633195887,120.80313199224726
136,30.122136112409027,122.77025253327793
137,54.035191141520905,102.24029360774114
138,73.02917078492588,118.50203502834499
139,15.11007591187578,143.9965710610063
140,43.136585532824135,109.61179160713561
141,12.395720841524188,150.24751942959594
142,58.988286798675304,98.82057520645272
