t,x,y,z,vx,vy,vz,phi
4.671467146714671,-3.5226231506584607,-1.0861116890874145,-75.85759047400303,-32.60187149357817,-189.67918009801144,-80.12999013540256,-218069.00705315947
4.672467246724673,-3.5559563332243127,-1.2801142286131455,-75.93927909812902,-32.57743239751542,-189.6710099475566,-79.60316935043413,-216189.1845100332
4.6734673467346735,-3.589264433687671,-1.4741077377465277,-76.0204292870916,-32.55282633915932,-189.66152489442442,-79.07714018113037,-214323.83647951228
4.674467446744675,-3.6225472817507103,-1.668090875365057,-76.1010418511108,-32.52805440533295,-189.65073175750146,-78.55190368498596,-212481.44784537505
4.675467546754676,-3.655804710818717,-1.862062303898449,-76.18111760146965,-32.50311738959613,-189.63863722512693,-78.02746088376985,-210667.4777396899
4.676467646764676,-3.6890365489198214,-2.05602069984603,-76.2606573504782,-32.478016554263014,-189.6252485532673,-77.50381276396585,-208885.4728452986
4.677467746774678,-3.7222426295364115,-2.2499647432258443,-76.33966191143787,-32.452753144187916,-189.61057200031178,-76.9809602772012,-207137.7060697515
4.678467846784678,-3.7554227861651235,-2.4438931206514583,-76.41813209860544,-32.427328363432096,-189.59461407655684,-76.45890434068575,-205425.5655454752
4.679467946794679,-3.7885768554434542,-2.637804524415001,-76.49606872715866,-32.40174330442402,-189.57738128425393,-75.93764583764506,-203749.8045440825
4.68046804680468,-3.8217046737881892,-2.831697653912491,-76.57347261316146,-32.37599906091091,-189.5588801887794,-75.41718561773526,-202110.71009645687
4.681468146814681,-3.8548060794673997,-3.0255712149261793,-76.65034457352964,-32.3500966734616,-189.53911736546615,-74.89752449747492,-200508.22174311837
4.6824682468246825,-3.8878809112309827,-3.2194239201924026,-76.72668542599747,-32.32403717235813,-189.5180993900479,-74.37866326065321,-198942.01827592112
4.683468346834683,-3.9209290090571276,-3.413254489102781,-76.80249598908429,-32.29782156635523,-189.49583281852304,-73.86060265874741,-197411.58292816757
4.684468446844685,-3.9539502138193043,-3.6070616478215216,-76.87777708206188,-32.271450858297406,-189.4723241783536,-73.34334341132852,-195916.2534293406
4.685468546854685,-3.9869443664974122,-3.8008441296362148,-76.95252952492162,-32.24492605862585,-189.4475800493873,-72.82688620647073,-194455.26100586416
4.686468646864687,-4.019911308770515,-3.99460067488811,-77.02675413834297,-32.21824820855911,-189.4216069600523,-72.31123170114716,-193027.7610460185
4.687468746874687,-4.0528508868431885,-4.188330028942938,-77.10045174366141,-32.19141846709131,-189.39441089521463,-71.7963805216328,-191632.85732834207
4.688468846884689,-4.085762945981847,-4.382030943598977,-77.17362316283753,-32.16443768334497,-189.36599838861645,-71.28233326390105,-190269.6212103434
4.6894689468946895,-4.118647333417948,-4.575702177600164,-77.24626921842611,-32.13730668486915,-189.3363758681152,-70.76909049401058,-188937.1067538245
4.69046904690469,-4.151503894905627,-4.7693424968615155,-77.31839073354588,-32.11002650623347,-189.30554967139977,-70.25665274848572,-187634.3626467014
4.691469146914692,-4.184332478146306,-4.9629506736169535,-77.38998853184943,-32.08259817011313,-189.2735260489249,-69.74502053470692,-186360.4414944514
4.692469246924692,-4.217132932174357,-5.156525486336827,-77.46106343749327,-32.055022646319046,-189.24031124087676,-69.23419433128934,-185114.4070172815
4.693469346934693,-4.24990510674089,-5.350065719847909,-77.5316162751093,-32.027300887616896,-189.20591146907194,-68.72417458845224,-183895.33954178842
4.694469446944694,-4.282648853084813,-5.543570165158581,-77.60164786977519,-31.999433800344196,-189.17033294439807,-68.21496172839811,-182702.34011309297
4.695469546954695,-4.315364022238999,-5.737037620318303,-77.6711590469864,-31.97142254360246,-189.13358168154784,-67.70655614567656,-181534.53350075037
4.6964696469646965,-4.3480504678065355,-5.9304668886196215,-77.74015063262813,-31.943267985413588,-189.09566384258517,-67.19895820754813,-180391.07031295076
4.697469746974697,-4.380708044273205,-6.123856779658126,-77.8086234529471,-31.9149709373455,-189.05658558083317,-66.6921682543493,-179271.128396929
4.698469846984699,-4.41333660541322,-6.317206110129293,-77.87657833452488,-31.886532428735684,-189.01635290275192,-66.18618659984584,-178173.9136721123
4.699469946994699,-4.445936007647841,-6.510513701847838,-77.94401610425018,-31.85795329343834,-188.9749718793033,-65.68101353159014,-177098.66051360627
4.700470047004701,-4.478506107330098,-6.703778383656843,-78.01093758929277,-31.82923457500414,-188.93244841515468,-65.17664931126689,-176044.63178132614
4.701470147014701,-4.5110467621102694,-6.896998990203592,-78.07734361707685,-31.800377198811937,-188.88878845974628,-64.67309417504342,-175011.11857908592
4.702470247024703,-4.543557830601067,-7.090174361897122,-78.14323501525551,-31.771382026256482,-188.84399797140975,-64.17034833391268,-173997.43980228883
4.7034703470347035,-4.576039172440011,-7.28330334551025,-78.20861261168461,-31.74225000200008,-188.79808281348284,-63.66841197403143,-173002.94152285226
4.704470447044705,-4.608490648064882,-7.476384793764099,-78.27347723439816,-31.712982053986526,-188.751048824868,-63.167285257057046,-172026.99626292798
4.705470547054706,-4.640912118845308,-7.669417565273871,-78.33782971158294,-31.683579074156164,-188.7029018361313,-62.666968320483114,-171069.00218244974
4.706470647064707,-4.673303447177793,-7.862400524856011,-78.40167087155416,-31.65404206948622,-188.65364754800675,-62.1674612779659,-170128.38220862197
4.707470747074708,-4.705664496517279,-8.055332542950435,-78.46500154273117,-31.624371975157995,-188.60329168719636,-61.668764219653305,-169204.5831344048
4.708470847084708,-4.737995131600151,-8.248212494948616,-78.5278225536138,-31.594569315661364,-188.5518402576801,-61.1708772125044,-168297.0746984838
4.70947094709471,-4.770295217111358,-8.441039263788849,-78.59013473275864,-31.5646352163264,-188.4992987685085,-60.673800300611425,-167405.34864946525
4.71047104710471,-4.8025646185861,-8.633811737391595,-78.6519389087556,-31.534570417929665,-188.4456730020092,-60.177533505516564,-166528.9178330964
4.711471147114711,-4.834803202845487,-8.826528809661633,-78.7132359102055,-31.50437587371838,-188.3909685276957,-59.68207682652145,-165667.31527840588
4.7124712471247125,-4.8670108376689205,-9.019189379988639,-78.77402656569704,-31.474052389560228,-188.3351909913835,-59.187430241001415,-164820.0933113205
4.713471347134713,-4.8991873914973025,-9.211792353850313,-78.83431170378466,-31.443600865318615,-188.2783459485331,-58.693593704711134,-163986.8226874162
4.714471447144715,-4.9313327342175475,-9.404336642176029,-78.89409215296679,-31.413022129709663,-188.2204389443107,-58.20056715208604,-163167.09175480533
4.715471547154715,-4.963446735493605,-9.5968211616752,-78.95336874166382,-31.382317054335072,-188.16147550111413,-57.70835049654535,-162360.50564693433
4.716471647164717,-4.995529267064559,-9.789244834534347,-79.0121422981972,-31.35148645043367,-188.1014610973997,-57.21694363078618,-161566.6855013293
4.717471747174717,-5.0275802004798384,-9.98160658870434,-79.07041365076796,-31.320531184903697,-188.040401196665,-56.72634642708012,-160785.26771579846
4.718471847184719,-5.059599409361359,-10.173905357491504,-79.12818362743619,-31.289452042917773,-187.97830122117526,-56.23655873756321,-160015.90323105696
