index,pericenter,apocenter
1,32.35459576440147,83.21068545591113
2,34.867653296358476,83.54885012128916
3,44.75145508962688,91.2477568651541
4,28.918813981919993,81.32206729227035
5,39.35685793097508,84.87250553170401
6,33.839010170101,85.39698380933756
7,44.55662846163836,98.74913301947612
8,51.388711773482775,93.82209471653347
9,24.602305943441827,79.92342948626097
10,34.39413274136167,83.3972010104473
11,31.893924849106686,80.7380289131629
12,28.692375607603115,80.01952015240691
13,28.48413893333029,80.05872725033676
14,30.477161361365486,80.00178683065604
15,26.391520023504132,80.00523160972371
16,31.520131220490526,79.98671110338735
17,27.864723584157183,82.49584812244528
18,36.14962408713169,84.38462045610966
19,30.462272113607245,80.18181676790537
20,32.879986665054716,90.31625606198928
21,31.229423427171646,81.92183837443974
22,41.08758385850937,90.25731709471961
23,27.926487563924542,80.2424054090311
24,28.64669161932396,80.24518021652625
25,25.45814463758886,80.24114170343067
26,41.0315641999316,90.02032427291095
27,27.69059222637814,80.27459500648364
28,32.30700858422099,80.28469161058942
29,29.82100648398775,81.75830390446818
30,27.94345186564749,82.18525749070035
31,37.85941959476577,85.48414975713908
32,27.24577455144483,83.3342053045635
33,29.827654009890345,83.95938267976234
34,44.71530881542038,87.05112033539963
35,27.241115508056435,84.37636283049684
36,30.039517338711107,83.08211632545482
37,30.260460229088512,83.74349904272425
38,28.14164290452094,80.07102804860068
39,38.50411233847737,89.7102242364227
40,29.888153125838663,84.37835386625349
41,34.149583543290554,89.47091466573349
42,41.570003048080544,86.2527452155346
43,31.032324362895018,80.31613918834421
44,35.923491953090995,80.3172317292646
45,39.4497483269358,90.05177133902406
46,37.08735095266628,85.91491592739757
47,33.51499407597321,94.12751860455629
48,39.39556224234615,85.84195540876068
49,30.894592898042323,80.4816230965798
50,32.91800380471385,80.47303901690644
51,34.84812164288774,81.96805026990722
52,40.806113471199176,87.047176920807
53,32.90237859924307,84.99152002617421
54,43.93238068347905,85.61339268336123
55,33.01122537034139,89.19859780478333
56,36.78246480522095,90.37767974326567
57,34.8195213890404,81.13643064527697
58,31.856930607786147,82.52487042197897
59,40.26152140501552,81.81165691159828
60,25.965272593405874,80.59911258574576
61,30.423227442080535,80.59269643891322
62,34.305292281285126,80.6226494055614
63,31.22430219750309,80.6461663745947
64,32.41587579512145,83.22696325745507
65,29.62671511780987,85.27695419554716
66,32.76342174411901,92.7169200914427
67,37.75588149135817,83.53051164714844
68,35.92385370856972,85.0619432820687
69,25.334275977733135,80.65872455038443
70,29.348798108648264,83.14649708842315
71,37.171098587524135,86.93540335317705
72,34.13095867160109,80.52132216348392
73,24.861768177155746,80.52513356331806
74,32.68800977530965,86.88781516746972
75,28.95794636817429,85.92420836780785
76,40.78135011862777,88.89112003567709
77,25.555402104439853,81.2788857316827
78,33.393675106044256,81.36971404351054
79,36.47690257370367,87.07881491341728
80,35.47030587222102,86.0465906445917
81,27.589861148847824,81.3236165511136
82,30.033845004928363,81.39428782325555
83,29.945187100568194,83.66054319124817
84,27.232775888586005,81.40233682425156
85,34.98483122595036,84.59582780645682
86,29.39501822170454,81.40656094574967
87,30.650608794334293,81.43103380577323
88,26.625319940969817,81.43801301042053
89,31.887968257804587,81.42823836365682
90,32.29352888159217,81.48352557029457
91,32.852233983314306,85.16623438191324
92,30.948269163271096,81.49545347205552
93,30.632308436277853,81.3705040344357
94,31.19903671615639,89.49803346418229
95,36.983044561328384,87.9235776640341
96,28.596505737358296,81.57275509825914
97,25.112700186348825,81.56668871059362
98,31.19875621283157,81.90862450439799
99,46.272523671387226,94.54911540533469
100,27.173175806638252,87.73425661680288
101,34.513637019100614,81.50708795560358
102,31.012611605814786,82.25103597624556
103,38.901641049742516,87.2883666227938
104,26.90589901009892,81.68026317230674
105,28.458607247502894,81.93883253811687
106,38.101565933750514,95.45180087948766
107,38.09863260837633,82.99427070122356
108,27.418968478778265,81.74849849745074
109,35.81382034891293,81.74930227893842
110,25.952918340906095,81.62014381849824
111,28.372075230112095,81.19494222236371
112,30.27876798862732,82.29405820530435
113,37.0603839718,83.74592137044722
114,33.27459122022415,81.92066140284442
115,30.732780891704962,82.7935977416609
116,50.80508906483136,97.57279091385351
117,29.45301045054516,81.04979486147543
118,34.84377104787819,82.8878716798404
119,43.845345130745585,93.75776147180036
120,33.979415165096576,87.4599371215231
121,32.2605906834372,85.5318634603874
122,30.454657058242205,81.14382396229573
123,32.86806258220785,84.52712093593505
124,37.53313492669311,86.6302615863437
125,41.381850160305994,95.76212535446209
126,38.30527321145611,88.92764043884972
127,34.55816161990964,84.89527078816123
128,34.11397599865474,85.41157602698443
129,28.783370899308533,80.97791550004025
130,36.080191502337236,85.6813592855482
131,31.09822376676625,80.99196328143907
132,28.892853163316275,80.96656400922195
133,31.005561644910443,80.95005128794155
134,34.31823677982598,87.3423822392772
135,31.67864481023612,80.93012412049383
136,32.513002375360294,86.35013424713888
137,39.34308694605044,86.43464168838642
138,28.663201042337295,80.91356125312446
139,36.2548826626505,87.66302797330087
140,32.78652800281334,80.88764317059142
141,36.26277753176354,87.19308385945006
142,30.737753367520728,81.89387702525765
143,29.56680223402611,90.77830439020933
144,26.247754277468445,81.8376280900517
145,43.169312637215974,85.74120426979961
146,32.09743859927992,81.8704877242582
147,30.19089305772781,82.39536161389141
148,35.52832389729066,86.81601939801054
149,31.418227150828166,81.82796005977609
150,38.588977544492444,88.22393319528531
151,34.65365664682341,86.14112008322421
152,32.49456797449859,87.08215552259178
153,22.945481723646726,81.76630297678913
154,37.200030986992296,90.05513999443018
155,31.174267945122587,86.9696677473457
156,28.618084166988258,81.80160751323747
157,36.26886251265329,84.22555590301027
158,37.78812945965443,83.86910133127151
159,28.96764902386886,82.4664791000354
160,30.60352057608474,82.33117737823885
161,32.85184370512595,85.11811404337377
162,30.1021396897079,83.56145963048303
163,33.994284198286174,86.92244762039418
164,31.529273812984187,83.8013997352607
165,32.37809128185022,85.62545080320791
166,26.365458899630966,82.38879643912485
167,29.947533050301868,86.34784625934942
168,34.18241239721717,86.26825856501593
169,30.53183596986439,82.3672272129477
170,36.647536680342284,84.49168003599227
171,33.45924186540046,90.49067991274165
172,39.21316820431376,83.49778471785177
173,33.465701836921845,82.44051226103042
174,25.579163284844217,82.42907313889606
175,31.794818979627905,83.90562135300645
176,34.83058083549128,82.55793070167447
177,30.3308568160403,82.58158426761044
178,26.242782034415434,82.57689805237798
179,33.08604624058027,82.54522583351692
180,38.94023833530905,93.14742692622733
181,36.33710493729545,86.81719094483881
182,41.768481275650416,96.26382001562172
183,28.0976323648233,82.49215170183648
184,40.22689049817122,90.05923951421178
185,27.920221827820747,83.97949582055553
186,33.87865593461721,87.57067292466672
187,31.451877677767467,81.96730898825189
188,23.704033706180585,81.97426035508555
189,34.89502240428476,84.51979478052273
190,26.55936071536184,81.94696923941011
191,37.78347043273016,82.35850685198803
192,37.51695630924165,82.0180223785474
193,36.065860047185964,92.8647916564301
194,26.142156508028087,81.96283294080983
195,29.77449805478087,81.90589249291814
196,36.51926735969907,85.74110618215079
197,38.869360740098635,85.65697052250009
198,25.928460868252817,82.01651950011643
199,41.30318070222324,86.98867056911037
200,31.58987231639606,82.02005379496309
201,30.994876819296522,81.99793859461316
202,31.035147644808326,82.53672033494347
203,31.44885802018978,82.07163967244696
204,28.32040132933249,83.09712424496036
205,24.37236601073744,82.33868963816401
206,36.81262697965666,86.65333484069457
207,31.04025323077179,82.70449361151071
208,26.69916530600111,82.1141896830396
209,45.67357684349605,88.9175191383267
210,31.20852087801753,82.13420187696788
211,25.427080422972384,82.13531102680005
212,30.119410408539554,82.1449346652658
213,37.40153147294306,90.25486500393569
214,36.694210271968444,87.9880170312456
215,30.977850536239252,82.12019747283593
